,Account,Month,Prorated_Consumption,Prorated_Charge
270,Building_Code-B145-Account_ID-1352,2016-09-01,0.0,0.0
271,Building_Code-B145-Account_ID-1352,2016-10-01,0.0,0.0
272,Building_Code-B145-Account_ID-1352,2016-11-01,0.0,0.0
273,Building_Code-B145-Account_ID-1352,2016-12-01,0.0,0.0
274,Building_Code-B145-Account_ID-1352,2017-01-01,35672.0,76273.5
275,Building_Code-B145-Account_ID-1352,2017-02-01,0.0,0.0
276,Building_Code-B145-Account_ID-1352,2017-03-01,0.0,0.0
277,Building_Code-B145-Account_ID-1352,2017-04-01,0.0,0.0
278,Building_Code-B145-Account_ID-1352,2017-05-01,0.0,0.0
279,Building_Code-B145-Account_ID-1352,2017-06-01,0.0,0.0
280,Building_Code-B145-Account_ID-1352,2017-07-01,0.0,0.0
281,Building_Code-B145-Account_ID-1352,2017-08-01,0.0,0.0
282,Building_Code-B145-Account_ID-1352,2017-09-01,0.0,0.0
283,Building_Code-B145-Account_ID-1352,2017-10-01,0.0,0.0
284,Building_Code-B145-Account_ID-1352,2017-11-01,0.0,0.0
285,Building_Code-B145-Account_ID-1352,2017-12-01,165.0,533.23
286,Building_Code-B145-Account_ID-1352,2018-01-01,0.0,0.0
287,Building_Code-B145-Account_ID-1352,2018-02-01,0.0,0.0
288,Building_Code-B145-Account_ID-1352,2018-03-01,0.0,0.0
289,Building_Code-B145-Account_ID-1352,2018-04-01,0.0,0.0
290,Building_Code-B145-Account_ID-1352,2018-05-01,0.0,0.0
291,Building_Code-B145-Account_ID-1352,2018-06-01,0.0,0.0
292,Building_Code-B145-Account_ID-1352,2018-07-01,96.00967741935484,282.7016129032258
293,Building_Code-B145-Account_ID-1352,2018-08-01,2880.2903225806454,8481.048387096775
294,Building_Code-B145-Account_ID-1352,2018-09-01,0.0,0.0
295,Building_Code-B145-Account_ID-1352,2018-10-01,0.0,0.0
296,Building_Code-B145-Account_ID-1352,2018-11-01,100.1,336.07
297,Building_Code-B145-Account_ID-1352,2018-12-01,0.0,0.0
298,Building_Code-B145-Account_ID-1352,2019-01-01,0.0,0.0
299,Building_Code-B145-Account_ID-1352,2019-02-01,0.0,0.0
300,Building_Code-B145-Account_ID-1352,2019-03-01,0.0,0.0
301,Building_Code-B145-Account_ID-1352,2019-04-01,0.0,0.0
302,Building_Code-B145-Account_ID-1352,2019-05-01,0.0,0.0
303,Building_Code-B145-Account_ID-1352,2019-06-01,0.0,0.0
304,Building_Code-B145-Account_ID-1352,2019-07-01,0.0,0.0
305,Building_Code-B145-Account_ID-1352,2019-08-01,0.0,0.0
306,Building_Code-B145-Account_ID-1352,2019-09-01,0.0,0.0
307,Building_Code-B145-Account_ID-1331,2014-12-01,9023.911764705883,1073.6852941176471
308,Building_Code-B145-Account_ID-1331,2015-01-01,21774.231092436974,2688.2111344537816
309,Building_Code-B145-Account_ID-1331,2015-02-01,20337.35714285714,2622.5679464285713
310,Building_Code-B145-Account_ID-1331,2015-03-01,23348.8,2916.624625
311,Building_Code-B145-Account_ID-1331,2015-04-01,24777.87857142857,3237.5285000000003
312,Building_Code-B145-Account_ID-1331,2015-05-01,31367.5487012987,3982.9170454545456
313,Building_Code-B145-Account_ID-1331,2015-06-01,36336.472727272725,4576.562454545455
314,Building_Code-B145-Account_ID-1331,2015-07-01,40684.8,5530.403
315,Building_Code-B145-Account_ID-1331,2015-08-01,39554.71875,5289.28125
316,Building_Code-B145-Account_ID-1331,2015-09-01,32672.453663793105,4341.61875
317,Building_Code-B145-Account_ID-1331,2015-10-01,26878.965517241384,3529.2055172413793
318,Building_Code-B145-Account_ID-1331,2015-11-01,23941.487068965518,2914.0532327586207
319,Building_Code-B145-Account_ID-1331,2015-12-01,24800.987903225807,2865.525443548387
320,Building_Code-B145-Account_ID-1331,2016-01-01,25559.70852534562,3031.7100921658985
321,Building_Code-B145-Account_ID-1331,2016-02-01,23597.86038961039,2880.1775324675327
322,Building_Code-B145-Account_ID-1331,2016-03-01,24003.81818181818,2952.2143887147336
323,Building_Code-B145-Account_ID-1331,2016-04-01,24315.03448275862,3131.0331034482756
324,Building_Code-B145-Account_ID-1331,2016-05-01,30643.200811359027,3858.743042596349
325,Building_Code-B145-Account_ID-1331,2016-06-01,35455.971602434074,4538.3607505070995
326,Building_Code-B145-Account_ID-1331,2016-07-01,42904.668103448275,5816.462521551724
327,Building_Code-B145-Account_ID-1331,2016-08-01,44325.791666666664,5867.981041666666
328,Building_Code-B145-Account_ID-1331,2016-09-01,35096.64367816092,4861.754712643678
329,Building_Code-B145-Account_ID-1331,2016-10-01,25316.06896551724,3433.6220689655174
330,Building_Code-B145-Account_ID-1331,2016-11-01,21912.558189655174,2756.533739224138
331,Building_Code-B145-Account_ID-1331,2016-12-01,23551.886029411766,2721.2345772058825
332,Building_Code-B145-Account_ID-1331,2017-01-01,24038.176470588234,2763.207163865546
